,Age,Workclass,Education,Years of Education,Marital Status,Occupation,Role in Family,Race,Gender,Workhours per Week,Native Country,Income
19076,58,2,8,5,1,5,0,4,1,40,1,0
19077,23,2,2,13,3,3,3,4,0,40,1,0
19078,49,2,5,9,1,2,0,4,1,40,1,1
19079,19,2,11,10,3,11,3,4,0,25,1,0
19080,22,2,5,9,3,7,3,4,1,40,1,0
19081,23,2,5,9,1,6,0,4,1,50,1,0
19082,40,2,5,9,1,2,0,4,1,25,1,0
19083,55,0,2,13,3,9,1,4,0,40,1,0
19084,34,0,1,11,3,9,1,4,0,40,1,0
19085,21,2,5,9,1,6,0,2,1,40,1,0
19086,28,2,5,9,3,7,3,4,0,40,1,0
19087,43,0,2,13,1,12,1,1,1,40,1,0
19088,17,2,8,5,3,13,1,4,1,20,1,0
19089,51,3,6,6,4,13,2,4,0,40,1,0
19090,37,2,5,9,1,11,0,4,1,40,1,1
19091,54,3,2,13,1,11,0,4,1,50,1,1
19092,24,2,2,13,3,11,1,4,1,30,1,0
19093,35,2,5,9,1,2,0,4,1,40,1,1
19094,23,2,1,11,3,6,3,4,1,40,1,0
19095,24,2,5,9,3,8,1,4,0,45,0,0
19096,24,2,1,11,3,0,3,4,0,20,1,0
19097,34,2,5,9,1,13,0,4,1,40,1,1
19098,45,2,5,9,0,0,1,4,0,40,1,0
19099,36,2,6,7,3,2,3,4,1,40,1,0
19100,33,2,2,13,1,3,0,4,1,45,1,1
19101,21,2,5,9,3,7,3,4,0,20,1,0
19102,32,2,5,9,1,2,0,4,1,40,1,0
19103,22,2,4,3,3,4,2,4,1,40,0,0
19104,53,2,5,9,1,12,0,4,1,40,1,1
19105,36,2,5,9,1,6,0,4,1,40,1,0
19106,22,2,2,13,3,11,3,4,1,40,1,0
19107,47,2,5,9,1,10,5,2,0,40,1,0
19108,25,2,11,10,3,0,1,0,0,20,1,0
19109,30,2,5,9,0,6,4,4,0,20,1,0
19110,49,2,5,9,4,2,1,2,0,40,1,0
19111,23,2,11,10,3,11,3,4,1,40,1,0
19112,40,2,6,6,2,13,3,4,1,35,1,0
19113,45,0,0,12,0,12,3,4,1,40,1,0
19114,61,0,2,13,1,9,0,4,1,42,1,0
19115,35,2,5,9,0,3,4,4,0,55,1,0
19116,20,2,11,10,3,7,3,4,0,25,1,0
19117,27,2,6,6,3,0,3,4,1,60,1,0
19118,23,2,5,9,3,0,3,4,0,40,1,0
19119,25,2,2,13,1,9,0,4,1,40,1,0
19120,65,0,11,10,4,0,1,4,0,35,1,0
19121,25,2,5,9,3,0,4,2,0,40,1,0
19122,45,2,2,13,0,0,4,4,0,40,0,0
19123,67,2,5,9,4,11,1,4,0,32,1,0
19124,40,2,5,9,4,6,4,4,0,40,1,0
19125,51,2,11,10,1,3,0,4,1,60,1,1
19126,35,2,5,9,1,13,0,4,1,60,1,0
19127,28,2,11,10,3,11,1,4,1,40,1,0
19128,44,2,5,9,0,5,1,4,0,48,1,0
19129,37,2,11,10,1,2,0,4,1,50,1,1
19130,54,2,11,10,1,13,0,4,1,45,1,1
19131,33,0,10,15,1,9,5,4,0,40,1,1
19132,46,2,5,9,0,3,1,4,0,40,1,0
19133,49,2,7,14,1,11,0,4,1,50,1,1
19134,51,2,5,9,0,11,1,4,1,45,1,0
19135,27,2,5,9,1,5,0,4,1,40,1,0
19136,36,2,5,9,1,6,0,4,1,40,1,0
19137,24,2,11,10,3,11,3,4,0,15,1,0
19138,66,2,1,11,4,2,1,4,0,40,1,0
19139,31,2,5,9,3,7,3,4,0,38,1,0
19140,35,0,3,16,3,9,1,0,0,60,1,1
19141,50,2,11,10,1,10,0,2,1,70,1,1
19142,43,3,5,9,1,11,0,4,1,50,1,0
19143,21,2,8,5,3,2,3,4,1,30,0,0
19144,33,2,8,5,3,7,1,4,1,45,0,0
19145,22,2,5,9,3,8,3,4,0,36,1,0
19146,29,2,7,14,1,3,0,1,1,40,0,0
19147,42,3,1,11,1,9,0,4,1,40,1,0
19148,28,3,5,9,1,2,0,4,1,50,0,0
19149,36,2,5,9,3,9,1,4,0,38,1,0
19150,66,0,5,9,4,7,1,4,0,25,1,0
19151,44,2,2,13,1,9,5,4,0,20,1,0
19152,45,0,11,10,0,0,4,2,0,40,1,0
19153,49,2,5,9,0,7,3,2,0,40,1,0
19154,36,2,2,13,0,9,4,4,0,45,0,0
19155,48,2,6,7,1,5,0,4,1,60,1,0
19156,19,2,5,9,3,13,3,4,1,40,1,0
19157,36,2,2,13,1,0,0,4,1,40,1,1
19158,41,2,7,14,1,3,0,4,1,45,1,1
19159,32,2,11,10,1,11,0,4,1,50,1,0
19160,49,2,5,9,1,2,0,4,1,40,1,1
19161,51,3,5,9,1,3,5,4,0,40,1,0
19162,20,2,11,10,0,7,3,4,0,29,1,0
19163,39,2,2,13,3,0,3,4,0,40,1,0
19164,38,2,5,9,1,12,0,4,1,40,1,1
19165,19,2,11,10,3,7,3,4,0,25,1,0
19166,29,0,2,13,3,5,3,4,1,40,1,0
19167,52,3,5,9,1,11,0,1,1,40,1,1
19168,22,2,1,11,3,2,1,4,1,44,1,0
19169,44,3,11,10,1,3,0,4,1,80,1,0
19170,43,2,5,9,0,2,1,4,1,40,1,0
19171,63,2,5,9,1,2,0,4,1,40,1,0
19172,40,2,1,11,2,11,1,2,1,44,1,0
19173,40,2,2,13,3,3,1,4,1,30,0,0
19174,18,2,6,7,3,11,3,4,0,15,1,0
19175,57,3,10,15,1,9,0,1,1,50,0,1
19176,54,0,2,13,1,3,0,1,1,40,0,1
19177,44,2,2,13,0,9,4,4,0,40,1,0
19178,20,2,11,10,3,11,1,4,1,30,1,0
19179,40,2,11,10,1,7,5,4,0,40,0,0
19180,29,2,11,10,3,13,4,4,1,40,1,0
19181,22,2,2,13,3,0,1,4,1,40,1,0
19182,45,2,11,10,0,11,3,4,1,45,1,0
19183,52,2,2,13,1,9,0,4,1,40,1,1
19184,51,0,5,9,0,10,1,4,1,40,1,0
19185,23,2,2,13,3,11,3,2,1,10,1,0
19186,22,2,1,11,1,7,0,4,1,44,1,0
19187,37,2,11,10,0,3,1,4,0,40,1,1
19188,58,0,5,9,0,0,4,2,0,40,1,0
19189,61,2,6,6,4,4,4,4,1,20,1,0
19190,30,2,7,14,3,9,1,4,0,45,1,0
19191,23,2,11,10,3,0,3,4,0,40,1,0
19192,30,2,6,6,0,7,1,0,1,40,1,0
19193,18,2,5,9,3,7,3,4,1,25,0,0
19194,23,2,5,9,3,5,2,2,1,40,1,0
19195,23,2,11,10,3,8,3,4,0,10,1,0
19196,57,2,2,13,1,11,0,4,1,55,1,1
19197,58,2,5,9,1,3,0,4,1,45,1,1
19198,59,3,5,9,1,13,0,4,1,40,1,1
19199,27,2,2,13,1,0,1,4,1,40,1,0
19200,50,2,2,13,1,4,0,4,1,45,1,1
19201,44,0,7,14,0,9,4,4,0,16,1,0
19202,25,2,2,13,3,12,3,4,0,40,1,0
19203,33,2,5,9,0,7,4,4,0,30,1,0
19204,22,2,11,10,3,7,3,4,1,35,1,0
19205,50,2,11,10,1,11,0,1,1,50,1,1
19206,44,2,5,9,1,13,0,4,1,45,1,0
19207,53,2,5,9,1,2,0,4,1,40,1,1
19208,41,2,2,13,1,3,0,4,1,50,1,1
19209,54,0,11,10,4,0,4,4,0,40,0,0
19210,60,3,8,4,1,4,0,4,1,40,1,0
19211,58,2,7,14,0,9,1,4,1,20,1,0
19212,43,2,5,9,3,0,4,4,0,60,1,0
19213,33,0,0,12,1,5,0,4,1,40,1,0
19214,24,2,11,10,1,13,0,4,1,65,1,0
19215,41,2,5,9,3,13,1,4,1,40,0,0
19216,21,2,5,9,3,2,3,4,1,40,1,0
19217,39,2,11,10,1,2,3,1,1,40,1,0
19218,27,3,2,13,3,3,3,4,0,40,1,0
19219,50,2,5,9,1,13,0,4,1,40,1,0
19220,20,2,5,9,3,5,3,4,1,40,1,0
19221,46,0,2,13,1,3,0,4,1,40,1,1
19222,49,2,6,7,1,13,0,4,1,40,1,0
19223,35,0,2,13,1,3,5,4,0,35,1,1
19224,56,3,11,10,1,7,0,4,1,45,1,1
19225,42,2,5,9,1,2,0,4,1,40,1,0
19226,58,0,8,4,1,2,0,4,1,40,1,0
19227,43,2,11,10,1,0,0,4,1,40,1,0
19228,25,2,5,9,0,7,1,4,0,40,0,0
19229,57,2,5,9,0,0,4,4,0,42,1,0
19230,49,2,8,4,4,6,1,4,0,40,1,0
19231,23,2,11,10,1,5,0,4,1,40,1,0
19232,59,2,5,9,1,2,0,4,1,40,1,0
19233,50,2,11,10,1,13,0,4,1,70,1,1
19234,33,2,2,13,3,9,1,4,0,45,0,0
19235,52,2,7,14,1,12,0,4,1,45,1,0
19236,37,3,5,9,1,2,0,4,1,40,1,1
19237,30,3,5,9,0,0,4,4,0,40,1,0
19238,39,3,5,9,0,2,4,4,1,60,1,0
19239,54,0,11,10,0,2,4,4,1,42,1,0
19240,52,2,5,9,1,11,0,4,1,45,1,1
19241,22,0,5,9,3,10,4,4,1,56,1,0
19242,19,2,11,10,3,0,3,4,1,25,1,0
19243,32,2,2,13,3,0,1,4,1,40,1,0
19244,25,2,8,4,3,6,4,4,1,40,0,0
19245,34,2,11,10,3,2,1,4,1,40,1,0
19246,47,2,1,11,3,7,1,4,0,55,1,0
19247,24,2,5,9,3,4,3,4,1,98,1,0
19248,48,2,4,3,3,8,4,4,0,35,0,0
19249,26,2,5,9,3,11,1,4,0,50,1,0
19250,28,2,11,10,2,6,1,4,1,40,1,0
19251,23,2,5,9,3,7,3,2,1,12,1,0
19252,64,0,2,13,0,12,1,4,1,40,1,0
19253,28,2,2,13,3,3,3,4,1,50,1,1
19254,28,2,8,4,1,11,2,4,1,40,1,0
19255,34,2,11,10,1,6,0,4,1,40,1,0
19256,44,2,0,12,1,4,0,4,1,60,1,1
19257,18,2,5,9,1,2,0,4,1,25,1,0
19258,36,2,6,8,1,2,0,3,1,40,1,0
19259,24,2,5,9,3,7,3,4,1,40,0,0
19260,29,0,2,13,1,3,0,2,1,40,1,1
19261,33,2,11,10,1,9,0,4,1,40,1,0
19262,57,0,5,9,2,0,2,2,0,35,1,0
19263,41,2,1,11,3,2,1,4,0,40,1,0
19264,55,2,6,6,4,13,1,2,0,35,1,0
19265,21,2,6,6,1,2,0,4,1,40,1,0
19266,36,3,7,14,1,9,0,4,1,45,1,1
19267,26,2,11,10,3,9,1,3,1,50,1,0
19268,32,2,2,13,1,3,5,4,0,20,1,1
19269,32,2,5,9,1,2,0,4,1,40,1,0
19270,21,2,11,10,3,7,3,4,0,40,1,0
19271,29,3,11,10,0,6,1,4,1,48,1,0
19272,58,2,5,9,1,13,0,4,1,40,1,1
19273,47,2,5,9,1,6,0,4,1,45,1,0
19274,31,2,5,9,3,7,3,4,1,40,1,0
19275,42,3,5,9,1,2,0,4,1,35,1,0
19276,19,2,5,9,3,7,3,4,1,25,1,0
19277,66,2,5,9,1,11,0,4,1,50,1,0
19278,41,2,5,9,1,6,0,4,1,45,1,0
19279,22,2,11,10,3,11,3,4,0,30,1,0
19280,30,2,2,13,3,11,1,4,1,40,1,0
19281,36,3,5,9,2,7,1,4,0,16,1,0
19282,75,2,3,16,3,9,1,4,1,40,1,0
19283,41,0,0,12,0,9,4,1,0,36,1,0
19284,19,2,11,10,3,5,3,4,1,20,1,0
19285,60,2,5,9,1,7,0,4,1,40,1,0
19286,24,2,6,7,3,13,3,4,1,40,1,0
19287,25,2,6,7,1,6,0,4,1,40,1,0
19288,52,2,11,10,3,3,1,4,0,50,1,0
19289,30,2,2,13,3,3,1,4,0,45,0,0
19290,37,2,5,9,1,2,0,4,1,40,1,1
19291,55,3,3,16,0,3,1,4,0,30,1,0
19292,20,2,11,10,3,0,2,2,0,24,1,0
19293,32,2,8,4,3,8,1,4,0,15,0,0
19294,18,2,5,9,3,7,3,4,1,35,1,0
19295,24,2,11,10,3,2,3,4,1,40,1,0
19296,33,0,11,10,1,10,0,4,1,45,1,0
19297,76,2,11,10,4,0,4,4,0,40,1,0
19298,57,0,7,14,1,10,0,4,1,14,1,1
19299,19,2,5,9,3,11,1,4,0,40,1,0
19300,50,0,10,15,1,9,0,4,1,40,1,1
19301,27,2,2,13,3,3,1,4,1,50,1,0
19302,40,2,1,11,2,2,1,4,0,60,1,0
19303,26,2,6,6,2,7,1,4,1,40,1,0
19304,47,3,5,9,1,11,0,4,1,55,1,0
19305,39,0,1,11,1,9,0,4,1,50,1,0
19306,49,0,11,10,0,0,3,4,1,40,1,0
19307,28,3,11,10,1,9,0,4,1,7,1,0
19308,33,2,11,10,1,0,5,2,0,30,1,0
19309,28,2,6,7,3,13,3,4,1,50,1,0
19310,30,2,5,9,1,11,0,4,1,40,1,0
19311,39,2,2,13,1,9,0,4,1,40,1,1
19312,37,2,5,9,1,11,0,4,1,50,1,0
19313,50,2,5,9,1,11,0,4,1,80,1,0
19314,37,2,6,6,1,6,0,4,1,40,0,0
19315,26,2,5,9,1,6,0,4,1,40,1,1
19316,55,2,1,11,1,2,0,4,1,40,1,1
19317,46,2,2,13,1,9,0,4,1,40,1,1
19318,32,2,5,9,1,11,0,4,1,60,1,0
19319,26,2,2,13,3,2,1,4,1,45,1,1
19320,19,2,5,9,0,2,1,4,0,40,0,0
19321,38,2,5,9,0,7,1,4,0,75,1,0
19322,38,2,4,3,1,11,0,4,1,40,0,0
19323,65,2,1,11,1,0,5,4,0,40,1,0
19324,48,2,5,9,4,2,4,4,0,25,1,0
19325,44,2,2,13,2,6,4,2,0,7,1,0
19326,32,2,11,10,3,11,1,4,1,50,1,0
19327,30,0,5,9,3,10,3,2,0,40,1,0
19328,49,0,0,12,1,0,0,4,1,60,1,1
19329,23,2,5,9,3,0,3,2,0,40,1,0
19330,25,2,11,10,1,5,0,4,1,16,1,0
19331,19,2,11,10,3,0,3,4,0,15,1,0
19332,27,2,1,11,3,2,1,4,1,40,1,0
19333,43,0,5,9,3,13,1,4,1,60,1,0
19334,38,2,5,9,1,2,0,4,1,50,1,0
19335,42,2,7,14,1,9,0,4,1,60,1,0
19336,33,0,2,13,3,0,3,4,1,38,1,0
19337,30,2,2,13,1,3,0,4,1,40,1,1
19338,29,2,2,13,3,12,1,4,1,40,1,0
19339,30,2,6,7,1,2,0,4,1,40,1,0
19340,26,2,5,9,1,12,0,4,1,40,1,0
19341,43,2,2,13,1,9,0,4,1,40,1,1
19342,30,2,5,9,1,7,5,4,0,45,1,0
19343,38,2,11,10,1,13,0,4,1,40,1,1
19344,48,2,7,14,1,3,0,4,1,40,1,1
19345,30,2,5,9,1,11,5,4,0,30,1,0
19346,42,0,7,14,2,3,4,2,1,45,1,1
19347,31,3,5,9,1,3,0,4,1,70,1,0
19348,32,2,11,10,3,2,1,4,1,40,1,0
19349,28,2,2,13,1,3,0,4,1,40,1,0
19350,63,2,5,9,1,5,0,4,1,40,1,0
19351,32,2,5,9,1,13,0,4,1,40,1,0
19352,20,2,11,10,3,5,3,4,1,12,1,0
19353,51,3,7,14,1,9,5,4,0,30,1,1
19354,24,2,11,10,1,11,0,0,1,40,1,0
19355,41,0,1,11,0,0,4,4,0,44,1,0
19356,21,2,5,9,3,6,3,4,1,40,1,0
19357,17,2,8,5,3,7,3,2,1,35,1,0
19358,45,2,4,2,1,7,5,4,0,40,1,0
19359,21,2,11,10,3,9,3,0,0,4,1,0
19360,42,2,5,9,2,13,2,2,1,40,1,0
19361,22,2,4,3,1,2,2,4,1,40,0,0
19362,21,2,11,10,3,0,3,4,0,40,1,0
19363,59,2,5,9,4,0,1,4,0,40,1,0
19364,40,2,7,14,1,3,0,4,1,65,1,1
19365,45,2,11,10,0,7,1,4,0,40,1,0
19366,35,2,5,9,0,3,1,4,1,50,1,0
19367,58,2,5,9,1,4,0,4,1,20,1,0
19368,29,2,5,9,1,6,0,0,1,45,1,0
19369,21,2,6,7,3,2,3,4,1,45,1,0
19370,51,2,5,9,1,12,0,4,1,40,1,0
19371,34,0,11,10,1,7,5,4,0,40,1,0
19372,40,2,2,13,0,0,1,4,0,35,1,0
19373,45,2,6,7,0,0,4,4,0,16,1,0
19374,22,2,2,13,3,0,3,4,0,40,1,0
19375,62,2,6,6,0,7,4,4,0,40,1,0
19376,32,0,2,13,3,3,1,4,0,60,1,0
19377,36,2,2,13,1,9,5,4,0,4,1,1
19378,43,2,5,9,3,2,1,4,1,40,1,0
19379,37,2,5,9,1,13,0,4,1,40,1,0
19380,33,2,2,13,1,9,5,1,0,40,0,0
19381,28,2,5,9,3,13,4,4,1,55,1,0
19382,49,2,11,10,4,0,4,4,0,28,1,0
19383,47,0,5,9,1,7,5,4,0,7,1,1
19384,59,2,5,9,0,0,1,4,0,40,1,0
19385,35,2,5,9,1,6,0,4,1,40,1,0
19386,35,2,2,13,1,11,0,4,1,40,1,0
19387,29,3,2,13,3,9,2,4,1,40,1,0
19388,57,2,0,12,0,9,1,2,0,40,1,0
19389,41,2,2,13,1,3,0,4,1,60,1,1
19390,37,2,7,14,1,9,0,4,1,45,1,1
19391,20,0,11,10,3,4,3,4,1,40,1,0
19392,44,2,5,9,1,11,0,4,1,60,1,0
19393,20,0,5,9,3,0,1,4,0,30,1,0
19394,38,3,2,13,1,0,5,4,0,28,1,1
19395,23,2,5,9,1,0,2,4,1,40,1,0
19396,24,2,5,9,1,11,3,4,0,36,1,0
19397,46,2,2,13,1,11,0,4,1,40,1,1
19398,32,0,5,9,1,13,0,4,1,40,1,0
19399,21,3,5,9,1,2,0,4,1,40,1,0
19400,32,2,11,10,1,11,0,4,1,40,1,0
19401,51,2,5,9,1,6,0,4,1,40,1,0
19402,43,2,11,10,0,2,1,4,1,40,1,0
19403,43,2,5,9,0,7,1,4,1,40,1,0
19404,35,3,6,7,0,3,4,4,0,84,1,0
19405,32,2,5,9,0,2,3,4,1,40,1,0
19406,25,2,2,13,3,9,3,4,0,21,1,0
19407,64,2,11,10,4,11,1,4,0,40,1,0
19408,28,2,2,13,1,3,5,4,0,40,1,0
19409,44,2,4,2,1,10,2,4,1,40,0,0
19410,40,2,2,13,1,12,0,4,1,40,1,1
19411,21,2,11,10,3,5,3,1,1,40,0,0
19412,23,2,5,9,3,2,1,4,1,40,1,0
19413,23,2,11,10,3,7,4,4,0,20,1,0
19414,19,2,5,9,3,7,3,2,1,40,1,0
19415,61,2,11,10,1,12,0,4,1,25,1,0
19416,47,3,8,4,3,2,1,3,1,40,1,0
19417,39,2,6,6,1,5,0,4,1,45,1,0
19418,25,2,6,6,1,3,0,4,1,40,1,0
19419,33,2,5,9,1,11,0,4,1,45,1,0
19420,34,0,11,10,0,0,1,4,0,38,1,0
19421,54,3,11,10,1,11,0,4,1,50,1,0
19422,24,2,2,13,3,12,3,4,0,40,1,0
19423,28,2,5,9,3,6,3,3,1,50,0,0
19424,33,2,11,10,1,11,0,4,1,44,1,0
19425,63,2,5,9,1,2,0,4,1,14,1,0
19426,31,2,5,9,1,13,0,4,1,60,1,1
19427,70,3,5,9,1,3,0,4,1,16,1,0
19428,43,2,5,9,1,6,5,4,0,40,0,0
19429,36,2,11,10,1,0,5,4,0,12,1,1
19430,50,0,6,7,3,2,4,4,1,40,1,0
19431,21,2,11,10,3,7,1,2,0,30,1,0
19432,31,2,11,10,2,12,4,2,0,40,1,0
19433,19,2,11,10,3,0,3,4,0,30,1,0
19434,39,2,11,10,0,0,4,4,0,35,1,0
19435,29,2,8,4,1,7,5,4,0,40,1,0
19436,39,2,11,10,0,5,1,4,1,40,1,0
19437,17,2,8,4,3,4,2,3,1,40,0,0
19438,46,2,11,10,0,11,4,4,0,40,1,0
19439,62,2,5,9,1,2,0,4,1,40,1,0
19440,32,2,6,6,0,7,4,2,0,23,1,0
19441,28,2,5,9,3,7,3,2,0,40,1,0
19442,19,2,11,10,3,11,2,2,0,40,1,0
19443,18,2,11,10,3,11,3,4,1,25,1,0
19444,24,0,2,13,1,10,0,4,1,45,1,0
19445,38,2,11,10,1,2,0,4,1,41,1,0
19446,38,2,7,14,1,9,0,2,1,40,1,1
19447,17,2,6,6,3,11,3,4,1,20,1,0
19448,28,2,5,9,1,2,0,4,1,40,1,0
19449,52,2,5,9,1,11,0,4,1,8,1,0
19450,19,2,5,9,3,11,3,4,0,25,1,0
19451,26,2,11,10,1,0,0,4,1,40,1,1
19452,34,3,11,10,1,3,0,4,1,40,1,1
19453,21,2,5,9,3,0,1,4,0,25,1,0
19454,43,2,5,9,1,2,0,4,1,44,1,0
19455,52,2,5,9,1,2,0,4,1,40,1,0
19456,59,2,5,9,1,2,0,4,1,40,1,1
19457,21,2,1,11,3,0,3,4,0,40,1,0
19458,55,0,11,10,1,10,0,4,1,40,1,1
19459,46,3,7,14,0,11,1,4,1,60,1,1
19460,36,2,5,9,2,0,4,4,0,37,1,0
19461,39,2,5,9,3,5,3,4,1,48,1,0
19462,78,2,2,13,1,9,0,4,1,3,1,0
19463,30,2,5,9,3,9,3,4,0,30,1,0
19464,22,2,11,10,3,11,3,4,0,16,1,0
19465,43,2,2,13,1,3,0,4,1,40,1,1
19466,36,2,5,9,0,6,1,4,1,56,1,0
19467,36,2,2,13,1,2,3,4,1,40,1,1
19468,50,2,5,9,0,2,4,4,0,40,1,0
19469,27,0,2,13,3,10,1,4,0,35,1,0
19470,46,0,5,9,1,0,0,4,1,40,1,1
19471,24,2,2,13,3,9,3,4,1,20,1,0
19472,41,2,5,9,0,2,1,4,1,40,1,0
19473,68,2,5,9,1,0,0,4,1,24,1,0
19474,38,0,11,10,1,3,0,4,1,40,1,0
19475,47,2,5,9,1,11,0,4,1,40,1,1
19476,41,2,11,10,3,7,1,2,1,20,1,0
19477,31,3,3,16,3,9,3,4,0,48,1,0
19478,29,2,11,10,1,2,0,4,1,42,1,0
19479,26,2,5,9,3,5,3,4,0,40,1,0
19480,51,2,11,10,4,6,4,4,0,36,1,0
19481,26,0,2,13,3,12,1,3,1,60,1,0
19482,27,0,2,13,3,9,1,4,0,60,1,0
19483,36,2,5,9,1,12,0,4,1,50,1,0
19484,28,0,2,13,3,9,1,4,0,40,1,0
19485,53,2,2,13,0,12,1,4,0,40,1,0
19486,40,0,2,13,0,9,1,4,1,40,1,0
19487,38,2,5,9,0,7,1,4,0,20,1,0
19488,21,2,8,4,3,2,3,4,1,40,1,0
19489,53,2,6,6,1,7,0,4,1,34,1,0
19490,34,0,5,9,1,2,0,4,1,40,1,0
19491,43,2,5,9,0,13,1,4,1,60,1,0
19492,64,2,6,6,1,0,0,4,1,40,1,0
19493,21,2,11,10,3,0,3,4,0,40,1,0
19494,25,2,2,13,3,9,1,4,1,13,1,0
19495,47,0,7,14,0,10,1,2,1,50,1,1
19496,57,2,5,9,1,13,0,4,1,50,1,0
19497,37,2,2,13,3,0,1,4,0,35,1,0
19498,37,2,6,7,0,4,1,4,1,40,1,0
19499,51,3,5,9,1,4,0,4,1,55,1,1
19500,32,2,0,12,3,0,1,4,0,40,1,0
19501,49,2,5,9,1,6,0,4,1,40,1,0
19502,52,2,5,9,1,11,0,4,1,14,1,0
19503,46,2,5,9,0,0,4,4,0,45,1,0
19504,24,0,11,10,1,9,0,4,1,40,1,0
19505,39,2,2,13,1,3,0,4,1,45,1,1
19506,30,2,11,10,3,2,1,4,1,44,1,0
19507,34,2,7,14,0,9,3,4,0,60,1,1
19508,30,2,11,10,1,0,0,4,1,40,1,0
19509,25,2,2,13,3,11,1,2,0,40,1,0
19510,58,0,2,13,1,9,0,2,1,40,1,0
19511,32,2,11,10,1,0,0,4,1,50,1,0
19512,37,2,5,9,2,7,4,2,0,25,1,0
19513,35,2,5,9,2,7,1,2,0,40,1,0
19514,18,2,4,3,3,5,2,4,1,30,0,0
19515,46,2,2,13,0,9,4,4,0,40,1,0
19516,44,2,6,6,0,0,4,4,0,40,1,0
19517,45,2,6,6,0,11,1,4,0,40,1,0
19518,40,2,6,8,1,9,0,4,1,40,0,1
19519,38,2,2,13,1,9,0,4,1,50,1,1
19520,52,2,5,9,1,6,5,1,0,40,0,0
19521,47,2,5,9,1,2,0,4,1,40,1,0
19522,49,2,2,13,0,12,4,4,0,35,1,0
19523,59,0,5,9,1,11,0,4,1,40,1,0
19524,22,2,1,11,3,0,3,4,0,37,1,0
19525,44,0,11,10,1,3,0,4,1,40,1,1
19526,76,2,2,13,4,9,1,4,0,20,1,0
19527,50,0,6,6,3,7,1,4,1,40,1,0
19528,33,0,11,10,1,10,0,4,1,40,1,0
19529,43,2,5,9,1,2,0,4,1,48,1,1
19530,37,3,5,9,1,2,0,4,1,40,1,0
19531,40,2,6,7,1,13,0,4,1,55,1,0
19532,49,3,11,10,0,3,1,0,0,40,1,0
19533,48,3,11,10,3,2,1,4,1,45,1,0
19534,22,2,11,10,1,12,0,4,1,40,1,0
19535,42,2,5,9,0,3,1,4,0,40,0,0
19536,36,2,11,10,0,9,1,4,0,40,1,0
19537,57,2,11,10,1,0,0,4,1,50,1,0
19538,30,0,5,9,3,7,1,2,0,40,1,0
19539,40,0,5,9,3,2,2,0,1,40,1,0
19540,42,2,5,9,1,6,0,4,1,45,1,0
19541,56,2,5,9,1,6,0,4,1,40,0,1
19542,55,2,11,10,0,9,1,4,0,40,1,0
19543,25,2,5,9,1,7,0,4,1,40,0,0
19544,52,2,5,9,1,2,0,4,1,40,1,0
19545,33,2,11,10,3,0,4,1,0,35,1,0
19546,47,2,2,13,1,11,0,4,1,60,1,1
19547,23,2,0,12,3,11,3,4,0,65,1,0
19548,55,3,2,13,0,11,1,4,0,50,0,0
19549,43,2,5,9,3,3,1,4,0,50,1,0
19550,31,2,1,11,1,11,0,4,1,50,1,0
19551,62,0,0,12,4,9,1,4,0,40,1,0
19552,42,0,5,9,1,0,0,4,1,8,1,0
19553,38,3,5,9,1,2,0,4,1,40,1,1
19554,29,2,5,9,3,12,1,4,1,42,1,0
19555,26,2,11,10,3,7,1,4,1,60,1,0
19556,26,2,5,9,1,0,5,4,0,52,1,1
19557,37,3,5,9,1,4,0,4,1,72,1,0
19558,61,2,8,4,3,7,1,4,1,48,1,0
19559,28,3,8,4,3,7,2,4,0,99,0,0
19560,51,3,5,9,0,10,1,4,1,81,1,0
19561,34,2,5,9,1,2,0,4,1,43,1,1
19562,35,2,5,9,0,6,3,4,1,40,1,0
19563,27,0,6,6,1,2,0,4,1,60,1,0
19564,44,2,5,9,0,7,4,4,0,40,1,0
19565,25,2,5,9,2,7,4,4,0,20,1,0
19566,32,2,8,4,0,7,4,4,0,40,1,0
19567,36,2,11,10,1,9,0,4,1,20,1,1
19568,27,2,7,14,3,5,4,4,1,30,1,0
19569,40,2,3,16,1,9,0,4,1,60,1,1
19570,43,2,11,10,0,12,1,4,1,40,1,1
19571,25,2,2,13,3,12,1,4,1,40,1,0
19572,41,2,5,9,1,13,0,4,1,50,1,0
19573,30,2,2,13,1,9,0,4,1,45,1,1
19574,52,2,6,7,1,6,0,3,1,40,0,0
19575,32,2,2,13,3,9,1,4,0,45,1,0
19576,33,2,5,9,1,5,0,4,1,40,1,0
19577,35,2,5,9,1,2,0,4,1,55,1,0
19578,48,2,5,9,4,7,1,4,0,44,1,0
19579,62,3,8,4,1,11,0,4,1,5,1,0
19580,40,3,0,12,3,9,3,2,0,2,1,0
19581,41,2,11,10,4,0,1,4,0,20,1,0
19582,28,2,4,3,3,7,1,4,0,40,0,0
19583,23,2,11,10,3,7,1,4,0,30,1,0
19584,51,0,11,10,0,0,4,4,0,35,1,0
19585,63,3,11,10,1,7,0,4,1,48,1,0
19586,63,0,5,9,4,3,1,4,0,40,1,0
19587,40,2,5,9,0,11,1,4,1,60,1,1
19588,20,2,6,7,0,7,1,4,0,40,1,0
19589,40,2,5,9,3,4,1,4,1,40,1,0
19590,41,2,2,13,1,9,5,4,0,15,0,1
19591,41,2,2,13,3,5,1,2,1,40,1,0
